أحد,470000,27300
أحد,400000,40500
أحد,222300,40500
أحد,380000,37500
أحد,1050000,105000
أحد,1251266,50000
أحد,533380,57580
أحد,500000,50000
أخرى,958500,67500
أخرى,958500,67500
أخرى,1450000,24200
أخرى,1930000,30024
ارضة الجو منطقة العز…,600000,60000
اشبيليا,2617500,70000
اشبيليا,1339164,35100
اشبيليا,689347,44800
اشبيليا,1100000,50000
اشبيليا,1600000,35100
اشبيليا,2025000,81000
اشبيليا,1144750,43750
اشبيليا,2878749,87500
اشبيليا,1000000,70000
اشبيليا,1775000,51200
اشبيليا,1120241,36250
اشبيليا,2604146,90054
اشبيليا,2621040,52500
اشبيليا,6390000,99000
اشبيليا,2346000,45000
اشبيليا,2365920,45000
اشبيليا,2223000,45000
اشبيليا,900000,37500
اشبيليا,1146756,54500
اشبيليا,2086709,50000
اشبيليا,1650000,50000
الازدهار,975000,30000
الازدهار,2400000,69000
الازدهار,2100000,62500
الازدهار,2350000,65000
الازدهار,5200000,122500
الازدهار,610000,30000
الامانة,1116000,93000
الامانة,1822000,81000
الامانة,1000000,42500
الامانة,1105000,44200
الامانة,1444800,84000
الامانة,1575000,75000
الامانة,1575000,75000
الامانة,1800000,90000
الاندلس,1650000,75000
الاندلس,1880000,37500
الاندلس,1770000,37500
الاندلس,380000,33325
الاندلس,10000,30625
الاندلس,936000,39000
الاندلس,6100000,300000
الاندلس,1386000,69300
الاندلس,2100000,96600
الاندلس,1687500,62500
الاندلس,1385000,58012
الاندلس,10000000,577500
الاندلس,2150000,48000
البديعة,845000,80000
البديعة,338750,52500
البديعة,450000,46000
البديعة,756000,63000
البديعة,750000,52000
البديعة,3167000,75000
البديعة,974000,90000
البديعة,540000,45000
البديعة,528000,50000
البديعة,25000,44000
البديعة,623000,48000
البديعة,757000,60000
البديعة,400000,42000
البديعة,1620000,44885
البديعة,855484,47543
البديعة,400000,43960
البديعة,150000,13300
البرية,400000,87030
البرية,220000,63000
البرية,245000,69000
البرية,300000,63000
البرية,246000,66000
البيان,656250,37500
البيان,637500,37500
البيان,637500,37500
البيان,637500,37500
البيان,612000,36000
البيان,936075,53490
البيان,1020000,60000
البيان,409632,34136
البيان,648584,34136
البيان,441060,36755
البيان,440952,36746
البيان,440952,36746
البيان,441024,36752
البيان,441156,36763
البيان,441348,36779
البيان,441612,36801
البيان,384088,48011
البيان,820000,50000
البيان,742500,41250
البيان,742500,41250
البيان,742500,41250
البيان,731219,64222
البيان,616718,41232
البيان,649600,44800
البيان,400000,42000
البيان,300000,40500
البيان,300000,40500
البيان,600000,30000
البيان,540000,30000
البيان,648000,36000
البيان,678900,45260
التعاون,2900000,65000
التعاون,1176891,56250
التعاون,4000000,89100
التعاون,3400000,42000
التعاون,1702096,36450
التعاون,942200,38750
التعاون,2800000,36000
التعاون,2400000,30000
الجزيرة,1430000,48400
الجزيرة,1863229,125000
الجنادرية,882000,49000
الجنادرية,882000,49000
الجنادرية,882000,49000
الجنادرية,1298923,48000
الجنادرية,200000,23125
الجنادرية,200000,23125
الجنادرية,892499,57500
الجنادرية,390000,60000
الجنادرية,680000,60000
الجنادرية,1187662,87975
الجنادرية,1000000,79448
الجنادرية,714000,196000
الجنادرية,1514282,34037
الجنادرية,100000,34037
الجنادرية,770320,48150
الجنادرية,1481625,29326
الجنادرية,1100000,99994
الجنادرية,760000,40500
الجنادرية,100000,40500
الجنادرية,150000,45000
الجنادرية,785000,53500
الجنادرية,1036000,27000
الحائر,240000,63000
الحائر,22400,56000
الحائر,100000,66000
الحائر,145000,66000
الحائر,80000,60000
الحائر,100000,50600
الحائر,140000,50600
الحائر,95000,42000
الحائر,30000,37676
الحائر,182000,51782
الحائر,220000,255374
الحائر,50000,27693
الحائر,50000,40000
الحائر,150000,71048
الحزم,1150000,75000
الحزم,830000,30000
الحزم,644314,30800
الحزم,1250000,32200
الحزم,1000000,20900
الحزم,2721700,160163
الحزم,975000,65000
الحزم,937500,62500
الحزم,937000,62500
الحزم,500000,30000
الحزم,502500,37500
الحزم,1000000,62500
الحزم,718750,62500
الحزم,468000,31250
الحزم,406250,31250
الحزم,500000,32500
الحزم,935000,45000
الحزم,220000,26250
الحزم,220000,26250
الحزم,916175,27500
الحزم,234120,19510
الحزم,900000,75000
الحزم,966000,80500
الحزم,966000,80500
الحزم,1050000,87500
الحزم,1050000,87500
الحزم,282360,23530
الحزم,1080000,90000
الحزم,987485,35408
الحزم,400000,34500
الحزم,973436,35000
الحزم,762000,53190
الحزم,1200000,54000
الحزم,1146011,78000
الحزم,1700000,107500
الحزم,198692,125000
الحزم,887040,67200
الحزم,887040,67200
الحزم,50000,72000
الحزم,495000,30000
الحزم,495000,30000
الحزم,495000,30000
الحزم,495000,30000
الحزم,520000,32500
الحزم,520000,32500
الحزم,520000,32500
الحزم,520000,32500
الحزم,520000,32500
الحزم,601200,37575
الحزم,1000000,62500
الحزم,500000,31250
الحزم,500000,31250
الحزم,1008120,65040
الحزم,968750,62500
الحزم,887040,67200
الحزم,518558,36011
الحزم,516339,37689
الحزم,519476,37918
الحزم,527088,37920
الحمراء,1700000,50000
الحمراء,1402673,75000
الحمراء,1050000,45000
الحمراء,3500000,56250
الحمراء,3500000,56250
الحمراء,4500000,123750
الخالدية,400000,40000
الخالدية,200000,65000
الخالدية,500000,57200
الخالدية,300000,13268
الخزامى,8593750,375000
الخزامى,9515000,220000
الخزامى,4350000,111300
الخزامى,10914200,218284
الخليج,750000,41250
الخليج,1575000,75000
الخليج,600000,37500
الخليج,639000,75000
الخليج,1351967,37500
الخليج,1344000,64000
الخليج,1280000,64000
الخليج,98000,39231
الخليج,1000000,45000
الخليج,3610000,150000
الخير,1350000,245000
الخير,1299999,245000
الخير,1000000,90000
الخير,750000,80000
الخير,700000,80000
الخير,700000,80000
الخير,720000,84000
الخير,720000,84000
الخير,1400000,84000
الخير,645000,80000
الخير,750000,84000
الخير,755000,84000
الخير,950000,80000
الخير,800000,84000
الخير,700000,80000
الخير,405000,42000
الخير,680000,87500
الخير,390000,33213
الخير,350000,33213
الخير,1050000,91000
الخير,900000,87500
الخير,850000,87500
الخير,1142857,160695
الخير,1142857,161266
الخير,1142857,161837
الخير,500000,45500
الخير,500000,45500
الخير,1000000,94150
الخير,476191,43750
الخير,530000,43750
الخير,1000000,100078
الخير,425000,50000
الخير,425000,50000
الخير,730000,72000
الخير,540000,42250
الخير,1075000,91000
الخير,920000,87500
الخير,476200,64950
الخير,810000,88516
الخير,550000,42000
الخير,460000,45500
الخير,850000,91000
الخير,857150,87500
الخير,300000,52500
الخير,300000,52500
الخير,500000,52500
