أحد,300000,37500
أحد,600000,42000
اشبيليا,1900000,31250
اشبيليا,890000,40500
اشبيليا,1550696,60000
اشبيليا,950000,43200
اشبيليا,2200000,60000
اشبيليا,2154703,70646
اشبيليا,2170685,71170
اشبيليا,2187918,71735
اشبيليا,2204479,72278
اشبيليا,2263802,74223
اشبيليا,1650000,41600
اشبيليا,1270000,50000
اشبيليا,833030,27500
اشبيليا,900000,40000
اشبيليا,778750,27813
اشبيليا,778750,27813
اشبيليا,1415895,55000
اشبيليا,10000,50000
اشبيليا,2050000,36000
الامانة,2856000,95200
الامانة,1764000,50400
الامانة,1062500,42500
الاندلس,1575000,75000
الاندلس,1575000,75000
الاندلس,1700000,75000
الاندلس,1450000,52500
الاندلس,99000,90000
الاندلس,1750000,62100
الاندلس,1400000,48400
الاندلس,928000,40452
الاندلس,510000,26000
البديعة,1630000,112500
البديعة,700000,55200
البديعة,10000,67500
البديعة,730000,50000
البديعة,800000,35100
البديعة,400000,46000
البديعة,850000,65000
البديعة,518700,29640
البديعة,1100000,57500
البديعة,1180000,55517
البديعة,110000,16826
البديعة,100000,14617
البيان,450000,37500
البيان,835625,41250
البيان,558400,27921
البيان,800000,75000
البيان,400000,38751
التعاون,2100000,60000
التعاون,700000,33350
التعاون,2700000,36600
الجبس,240000,56204
الجبس,140000,41328
الجرادية,350000,12625
الجزيرة,300000,48400
الجزيرة,300000,48400
الجزيرة,300000,48400
الجزيرة,300000,48400
الجزيرة,300000,48400
الجزيرة,1125000,72000
الجنادرية,671000,38400
الجنادرية,2400000,74200
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,450000,37500
الجنادرية,487500,37500
الجنادرية,240000,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,450000,37500
الجنادرية,487500,37500
الجنادرية,525000,37500
الجنادرية,525000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,240000,37500
الجنادرية,431250,37500
الجنادرية,412500,37500
الجنادرية,412500,37500
الجنادرية,487500,37500
الجنادرية,487500,37500
الجنادرية,581250,37500
الجنادرية,421785,40170
الجنادرية,466866,38906
الجنادرية,412500,37500
الجنادرية,431250,37500
الجنادرية,412500,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,393750,37500
الجنادرية,356250,37500
الجنادرية,412500,37500
الجنادرية,412500,37500
الجنادرية,412500,37500
الجنادرية,400890,38180
الجنادرية,623424,30560
الجنادرية,623098,30544
الجنادرية,293340,29334
الحائر,20000,50600
الحائر,135000,50600
الحائر,30000,50600
الحائر,165000,50600
الحائر,50000,88000
الحزم,600000,37500
الحزم,806600,26250
الحزم,1012000,32500
الحزم,1300000,37500
الحزم,581250,37500
الحزم,581250,37500
الحزم,100000,32400
الحزم,900000,19441
الحزم,480000,30000
الحزم,480000,30002
الحمراء,3300000,150000
الحمراء,1000000,112500
الحمراء,4050000,58050
الخالدية,640000,25000
الخالدية,100000,16000
الخالدية,90000,9000
الخزامى,8069980,396840
الخزامى,5000000,660000
الخليج,632900,75000
الخليج,1300000,62500
الخليج,1350000,52500
الخليج,1008000,42000
الخليج,881250,37500
الخليج,881250,37500
الخليج,881250,37500
الخليج,881250,37500
الخليج,881250,37500
الخليج,881250,37500
الخليج,881250,37500
الخليج,881250,37500
الخليج,1069250,45500
الخليج,881250,37500
الخليج,1200000,33750
الخير,720000,80000
الخير,870000,84000
الخير,1000000,84000
الخير,930000,84000
الخير,1800000,80000
الخير,100000,84000
الخير,1005000,84000
الخير,1050000,84000
الخير,1050000,84000
الخير,1200000,93750
الخير,1200000,93750
الخير,1200000,93750
الخير,1200000,93750
الخير,800000,51050
الخير,800000,37620
الخير,675000,32339
الخير,675000,53991
الخير,525000,42000
الخير,525000,42000
الخير,1200000,97500
الخير,575000,48750
الخير,575000,46875
الخير,1300000,87500
الخير,600000,45500
الخير,1100000,91000
الخير,580000,43750
الخير,450000,43750
الخير,1400000,91000
الخير,900000,75000
الخير,570000,46875
الخير,1200000,87500
الخير,650000,51100
الخير,1250000,100316
الخير,1150000,79908
الخير,550000,42000
الخير,555000,42000
الخير,1400000,83980
الخير,1200000,77350
الخير,650000,48750
الخير,600000,45500
الخير,1050000,87476
الخير,1050000,84000
الخير,1050000,83973
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,1100000,87500
الخير,600000,42000
الخير,490000,42000
الخير,500000,43750
الخير,515000,43750
الخير,525000,43750
الخير,600000,93750
الخير,565000,43750
الخير,565000,43750
الخير,700000,52500
الخير,480000,42000
الخير,485000,42000
الخير,710000,56541
الخير,1100000,93750
الخير,500000,43750
الخير,520000,43750
الخير,800000,62500
الخير,350000,31250
الخير,350000,31250
الخير,450000,31250
الخير,460000,32500
الخير,500000,43750
الخير,1000000,87500
الخير,800000,73500
الخير,600000,52500
الخير,1200000,87508
الخير,1150000,98466
الخير,530000,43750
الخير,1300000,87500
الخير,1000000,87500
الخير,520000,42000
الخير,800000,84000
الخير,510000,42000
الخير,520000,42000
الخير,520000,45500
الخير,139239,94275
الخير,580000,48750
الخير,1080000,97500
الخير,740000,59500
الخير,1090000,87500
الخير,400000,43079
الخير,550000,45000
الخير,550000,45000
الخير,400000,40500
الخير,250000,39767
الخير,250000,39767
الخير,450000,38238
الخير,430000,38238
الخير,1050000,94500
الخير,1050000,87500
الخير,500000,45500
الخير,450000,42000
الخير,515000,42000
الخير,800000,84000
الخير,1000000,87500
الخير,950000,87500
الخير,515000,45500
الخير,200000,45500
الخير,500000,45500
الخير,500000,45500
الخير,500000,45500
الخير,550000,45500
الخير,1000000,100000
الخير,1350000,93750
الخير,410000,39000
الخير,410000,39000
الخير,410000,39000
الخير,800000,75000
الخير,800000,75000
الخير,800000,75000
الخير,400000,70500
الخير,390000,39150
الخير,390000,39150
الخير,585000,71050
الخير,820000,82033
