أحد,900000,75000
أحد,750000,75000
أحد,1900000,43500
أحد,1080000,90000
أحد,100000,45000
أحد,320000,50000
أحد,50000,31250
أحد,400000,99305
أحد,602656,50000
أحد,550000,50000
أحد,630000,52500
أحد,30000,53625
أحد,326480,50000
أحد,100000,50000
أخرى,1281250,30000
أخرى,2650000,48600
أخرى,1200914,36000
أخرى,1800000,36000
أخرى,1930000,28000
أخرى,1930000,28000
ارضة الجو منطقة العز…,1000000,50400
اشبيليا,1850000,86400
اشبيليا,1291744,32200
اشبيليا,2346000,102000
اشبيليا,950000,45000
اشبيليا,1155000,42000
اشبيليا,1134000,42000
اشبيليا,177995,45000
اشبيليا,1650000,44800
اشبيليا,1350000,37500
اشبيليا,2214951,44000
اشبيليا,1585000,44000
اشبيليا,1100000,45000
اشبيليا,300000,31250
اشبيليا,1500000,81000
اشبيليا,1500000,72900
اشبيليا,900000,39000
اشبيليا,770000,39947
اشبيليا,945000,69000
اشبيليا,1050000,42500
اشبيليا,1649063,46500
اشبيليا,1230000,56000
اشبيليا,1000000,50000
اشبيليا,1381000,52050
اشبيليا,1297000,52500
اشبيليا,1342740,45000
اشبيليا,1520000,66000
اشبيليا,995000,37050
اشبيليا,1112000,48000
اشبيليا,1300000,35180
اشبيليا,2808200,59400
اشبيليا,2350000,59400
اشبيليا,880000,43097
اشبيليا,855000,30000
اشبيليا,855000,30000
اشبيليا,855000,30000
اشبيليا,825000,30000
اشبيليا,810000,30000
اشبيليا,810000,30000
اشبيليا,810000,30000
اشبيليا,1960000,60000
الازدهار,900000,22000
الازدهار,1090000,33750
الازدهار,2430000,81000
الازدهار,3103000,90000
الازدهار,2897000,84000
الازدهار,500000,75600
الامانة,1211250,47500
الامانة,1800000,90000
الامانة,2160000,90000
الامانة,1485000,55000
الامانة,800000,40500
الامانة,935000,42500
الامانة,935000,42500
الامانة,2550000,51000
الامانة,1412900,52700
الامانة,1960000,80000
الامانة,1690000,76950
الامانة,2250000,90000
الاندلس,300000,78000
الاندلس,1620000,31250
الاندلس,1169000,55000
الاندلس,1000000,50000
الاندلس,1000000,46200
الاندلس,1530000,48375
البديعة,937500,62500
البديعة,300000,60000
البديعة,850000,60000
البديعة,910000,65000
البديعة,889000,80000
البديعة,520000,43750
البديعة,685000,40600
البديعة,904000,75000
البديعة,800000,37500
البديعة,820000,25200
البديعة,500000,31500
البديعة,800000,55000
البديعة,880000,60000
